находяшегося	2	находящегося, находившегося, нахохлившегося, нахохотавшегося	гьадаба:senses[0].comment:в отношении всего, находяшегося на одной горизонтали с говорящим, а также может иметь значение заглазности || гьадав:senses[0].comment:о мужчине, находяшегося на одной горизонтали с говорящим, а также может иметь значение заглазности
нат	2	на, ат, анат, нате, натр, нарт, наст, нит, нот, нет, тат, нар, нас, лат, пат	натӏ:senses[0].text:нат, полметра || натӏ:senses[0].examples[1].ru:для себя не бери мерку нат, когда для других берёшь только пядь
нараспашонку	2	на распашонку, распашонку, нараспашку, распашоночку, распашонка	ачихъаб:senses[0].examples[0].ru:человек с открытой душой, душа нараспашонку || ракӏжубараб:senses[1].text:общительный; доверчивый; душа нараспашонку; весёлый
напираться	2	напитаться, натираться, напиваться, надираться, запираться, набираться, нажираться, напирать, распираться, настираться, напичкаться	тушман:senses[0].examples[10].ru:напираться на врага || тӏадеразе:senses[0].text:ополчаться, ополчиться на кого-либо; выступать, выступить против кого-либо; напираться вместе на кого-либо
намолоть	2	намолоти, наколоть, на молоть, намотать, намозолить, молоть	гьобо:senses[0].examples[10].ru:намолоть на мельнице мешок зерна || гьохъ:senses[0].examples[1].ru:намолоть ячмень
намазлык	2	намазанный	какикьжо:senses[0].text:коврик (постилаемый при совершении намаза), намазлык || какикьжо:senses[0].examples[0].ru:постлать намазлык
наибство	2	таинство	наиблъи:senses[0].text:должность наиба, наибство || наиблъи:senses[1].text:наибство
надсмехаться	2	насмехаться, усмехаться, насмеяться	квегӏса:senses[0].examples[1].ru:обмануть; надсмехаться || тӏад:senses[0].examples[20].ru:надсмехаться над кем-либо, поднимать на смех, прохаживаться на чей-либо счёт; дразнить кого-либо
навьючиваемая	2	навьючивавшая, навьючивающая, навинчиваемая, перевьючиваемая	хӏама:senses[6].text:мера сена (или чего-либо) навьючиваемая на одного осла || хӏамитӏалъел:senses[0].text:мера ослиной ноши, вязанка, навьючиваемая на одного осла
навису	2	навис, навесу, навис у	бал:senses[1].examples[2].ru:быть навису; висеть на острие ножа || гьетӏ:senses[0].text:деталь с крывым концом, надеваемая на остриё веретена при кручении ниток навису
набрасиваться	2	набрасываться, настраиваться, настораживаться, натравливаться, насиживаться	гъанчдезе:senses[2].text:грубить; сквернословить; ругаться, браниться; накричать, набрасиваться с руганью; зубоскалить || тӏадекӏанцӏизе:senses[0].text:набрасиваться, набросаться; накидываться, накинуться; налетать, налететь
мятлик	2	мят лик, мятежник	нихьвахер:senses[0].text:мятлик || сусур:senses[0].text:овсюг; мятлик; костерь
мюридов	2	мюридизм	устар:senses[1].comment:мюридов суфийского толка || щапизе:senses[1].examples[0].ru:на Ахульго погибло много храбрых мюридов
мюрид	2	мюридизм	кӏкӏуржине:senses[0].examples[4].ru:мюрид прополз через отверстие в стене крепости, которое образовалось от снаряда гаубицы || мурид:senses[0].text:мюрид; воин
мылостыню	2	милостыню, милостыня	бахъизе:senses[27].examples[0].ru:отделить мылостыню || гьаризе#1:senses[1].text:просить мылостыню, подаяние
мылостиню	2	милостыню	къакъуцӏ:senses[1].comment:раздают в пятницу как мылостиню || къо:senses[4].examples[3].ru:да воздастся тебе [Аллахом] за перенёсшие трудности [в пути], и те лепёшки, чем ты питался, посчитает за мылостиню от себя же
мучаться	2	умчаться, мучатся, мчаться, мучиться, ручаться, мужаться, стучаться, случаться, улучаться, отучаться	кӏвекӏизе:senses[2].text:(из)мучать кого-либо кем-чем-либо; (из)мучаться от чего-либо || кӏвекӏизе:senses[2].examples[0].ru:(из)мучаться от болезни
мухъ	2	мух, мухи, муха, мухе, муху	параллель:senses[0].text:параллель (1. киса-кибего бащадаб манзилалъ бугеб мухъ || параллель:senses[1].text:дуниялалъул шаралда экваторалда бащадаб манзилалъул мухъ
муршида	2	мурашееда	нахъбилълъинабизе:senses[2].comment:например имама, шейха, муршида суфийского толка и тому подобное || нахъбилълъине:senses[2].comment:например имама, шейха, муршида суфийского толка и тому подобное
мун	2	мну, мн, мин, мур, мул, млн, лун, мук, муз, бун, муж, мух	дуде:senses[0].text:от мун || дур:senses[0].text:от мун у тебя
мулльство	2	консульство	дибирлъи:senses[0].text:пост, служба дибира; обязанности дибира; мулльство || маллалъи:senses[0].text:занятие муллы; мулльство
моц	2	мои, моа, мое, мот, мор, соц, мой, мол, мок, моя, мод, доц, мог, мою, мох	кӏудияб:senses[3].examples[3].comment:'моцӏ' луна || хан:senses[0].examples[14].comment:'зодиб моцӏ' луна в небе
многожды	2	многажды, многоножка	гӏемерцӏул:senses[0].text:часто, многожды || чанго:senses[0].examples[0].ru:несколько раз, многожды
мишиный	2	мышиный, мушиный, мишенный, минный, шинный	гӏункӏкӏ:senses[0].examples[5].ru:маленький, малюсенький; с мишиный глаз || гӏункӏкӏ:senses[0].examples[6].ru:тоненький, тонкий; с мишиный хвост
мехди	2	мехи, меди	магьди:senses[0].text:мехди, мессия || магьди:senses[0].comment:по мусульманским верованиям, ближе к концу света на земле появится антихрист — тажжал, а против него выступит мессия — мехди, который укажет правоверным мусульманам праведный путь
междуусобица	2	междоусобица, междоусобиц, междоусобие	кьал:senses[0].text:война; междуусобица || кьал:senses[0].examples[1].ru:разразилась междуусобица
малофуражный	2	мало фуражный, малотиражный, малолитражный, малометражный, маловажный	рогӏокъаб:senses[0].text:малофуражный || рогӏокъаб:senses[0].examples[0].ru:малофуражный год
малоурожайность	2	мало урожайность, малоурожайный, урожайность	пихъикълъи:senses[0].text:малоурожайность — о фруктах || рижаликълъи:senses[1].text:малоурожайность; неплодородность
малокушающий	2	мало кушающий, малодушничающий	кваникъаб:senses[0].text:безаппетитный, малокушающий || кваникъаб:senses[0].examples[0].ru:малокушающий ребёнок
мазд	2	мзда, мази, разд, мазь	цӏикӏкӏинаби:senses[0].text:мазд. понудительная форма || цӏорозаби:senses[0].text:мазд. понудительная форма
мазгьаб	2	мазать	секта:senses[0].comment:цо кинаб бугониги динияб мазгьаб || сектант:senses[0].comment:динияб мазгьаб ккурав чи
мазар	2	разам, мазер, мазан, мазал, базар, хазар, Назар, казарма, маразм, зараза, зараз	къуба:senses[1].text:мазар на могиле в форме купола || шайих:senses[1].examples[0].ru:могила святого, мазар
люды	2	Люды, люд, людны, слюды, люди, люда, лады, люде, люты, льды, люду, луды, любы	магӏарухъ:senses[0].examples[2].ru:люды с гор, горцы || хӏалихьатаб:senses[0].examples[4].ru:подлые люды, подлецы, негодяи
лысий	2	лисий, лысой, лысей, лысин, рысий, лысый	нодокаб:senses[1].text:лысий, с лысиной на лбу || расукъаб:senses[0].text:безволосый, лысий
лопнуться	2	хлопнуться, ополоснуться, лопнуть, слипнуться, хлопнутся	кьвагьизе:senses[3].text:лопнуть, лопнуться || кьватӏизе:senses[0].text:лопнуть, треснуть; лопнуться, треснуться; дать трещину
ложить	2	ожить, вложить, сложить, уложить, ловить, ложись, пожить, ломить, дожить, лощить	лъезе:senses[0].text:складывть, класть, (по)ложить, уложить, (по)ставить что-либо куда-либо; деть: || чӏвазе:senses[9].text:(по)ложить, вложить, переложить что-либо во что-либо
литературияб	2	литература, олитературить	папирус:senses[2].text:некӏсияб литературияб памятник || символизм:senses[0].comment:литературияб чвахи
линотипистка	2	линотиписта, линотипист ка, линотипист, капиталистка	линотипистка:senses[0].text:линотипистка || линотипистка:senses[0].examples[0].ru:опытная линотипистка
ликпункт	2	лик пункт, пунктик	ликпункт:senses[0].text:ликпункт (ликвидационный пункт), пункт по ликвидаци неграмотности || ликпункт:senses[0].examples[1].ru:в ликпункт ходили и пожилые люди
ленца	2	лена, ненца, лента, венца, йенца, ленка, ленча, леденца, ленинца, коленца	кӏвахӏ:senses[0].text:лень, леность, ленца || кӏвахӏаллъи:senses[1].text:лень, ленность, ленца; нерадивость; вялость
лареподобный	2	ларе подобный, курареподобный, преподобный, подоблачный	цагъургамачӏ:senses[0].text:огромный четырёхугольный камень, лареподобный валун || цагъургамачӏ:senses[0].examples[0].ru:заяц спрыгнул на лареподобный валун
лакцы	2	ларцы, лакрицы	лакал:senses[0].text:лакцы || тумал:senses[0].text:лакцы
лакец	2	лаке, лакеи, лакее, ларец, лакей, лакея, лакею	лакав:senses[0].text:лакец || тумав:senses[0].text:лакец
лайла	2	лайка, кайла, лаяла, лайба, хайла, файла, лай	бачине:senses[8].examples[5].ru:повторять формулу “лайла” || лайла:senses[0].text:лайла
къоно	2	кимоно	панно:senses[1].text:накъиш-сурат тӏад гьабураб ва сверун рамка бугеб къоно || планшет:senses[0].text:планшет (1. тӏад карта щула гьабулеб хъарщи, къоно
кусковый	2	кусковой, кусковые, курковый, кусковым, кубковый, кусковых, брусковый, колосковый, сосковый, фукусовый	гӏерекъчакар:senses[0].text:сахар кусковый || чакар:senses[0].examples[0].ru:сахар кусковый
курзе	2	курве, курсе, курке, курье, мурзе, курде, кукурузе	цӏурахинкӏ:senses[0].text:курзе (кушанье вроде пельменей с начинкой из мясного фарша, из яиц и тому подобное) || цӏурахинкӏ:senses[0].examples[0].ru:сварить курзе
крылишко	2	крылышко, крылечко	кваркьи:senses[0].text:крыло, крылишко || кваркьи:senses[0].examples[4].ru:взять кого-либо под крылишко
кровохаркания	2	кровохарканья, кровохарканье, кровопускания	би#1:senses[0].examples[15].ru:избить до кровохаркания || би#1:senses[0].examples[17].ru:избили до кровохаркания
кресало	2	кресло, воскресало	цӏагӏел:senses[0].text:огниво, кресало || цӏагӏел-мачӏу:senses[0].text:принадлежности для кресала; кресало и кремень
кремнёвки	2	кремнёвый	буртӏин:senses[1].comment:которое носили на большом пальце для взвода курка и для заряжения кремнёвки || гӏинтӏахер:senses[0].examples[0].ru:затравка кремнёвки
краткошеий	2	короткошеий	горбокъаб:senses[0].text:краткошеий || горбокъаб:senses[0].examples[0].ru:краткошеий человек
кострика	2	кострища, костёрчика, костерчика, оркестрика, костра	хокӏи:senses[0].text:костра, кострика, очёс || хокӏи:senses[0].examples[0].ru:кострика конопли
комнете	2	мокнете, комете, комнате, корнете, вомнете, сомнете, копнете, помнете, кокнете, ко мнете, обомнете, комитете, комитет	гӏатӏилъизе:senses[0].examples[1].ru:в комнете стало просторно || чӏинхъи-минхъи:senses[0].examples[0].ru:и в комнете не было слышно ни шороха
колошение	2	копошение, колочение, колошнике, кошение, кошениль, ошеломление	тӏор:senses[0].examples[6].ru:колошение || тӏорахин:senses[1].text:колошение
кизиль	2	кизил, кизила, кизиле, кизилы, кизилу, киль	багӏарикӏкӏбагӏаррикӏкӏ:senses[0].text:кизильник, кизил, кизиль || жулам:senses[0].text:кизил, кизиль
квана	2	кана, кована, кванта, канва, канав, квант, крана, кваса, свана, клана, звана, Ивана, ква на, ванна	пансион:senses[0].text:пансион (1. квана-гьекъейги бугеб гьоркьохъеб цӏалул идара 2. общежитие || пансион:senses[1].text:жанир ругел чагӏазе квана-гьекъолеб жо букӏин
карноухий	2	корноухий, карнозин	гӏин:senses[0].examples[32].ru:карноухий волк || гӏин:senses[0].examples[33].ru:Скажите, матери моей, чтоб не плакала она; Не напрасно погиб карноухий волк!
камнеподобный	2	камне подобный, корнеподобный, кожеподобный, подкаменный	гамачӏмахӏав:senses[0].text:неразговорчивый; камнеподобный || гӏуццмахӏаб:senses[0].text:камнеподобный
кагътил	2	катил	пергамент:senses[0].text:пергамент (1. кагътил бакӏалда хӏалтӏизабулеб букӏараб, тӏад хъвадаризе къачӏараб къехь || пергамент:senses[1].text:хасаб кагътил сорт
ихрам	2	храм, вихрам, икрам, играм, и храм, их рам, вихра	ихӏрам:senses[0].text:ихрам || ихӏрам:senses[0].examples[0].ru:облачиться в ихрам
иступления	2	исступления, вступления, искупления, наступления, поступления, отступления, преступления	кӏанцӏизе:senses[1].examples[5].ru:довести до иступления || пицӏцӏ:senses[0].examples[7].ru:издеваться, довести до иступления
испитывать	2	исписывать, испытывать, воспитывать, впитывать, списывать, напитывать	рихине:senses[0].text:ненавидеть, презирать кого-чего-либо; чувствовать, испитывать, питать отвращение, антипатию к кому-чему-либо || цӏунцӏрахине:senses[0].text:испитывать ощущение, как-будто мурашки бегают
ине	2	иен, не, иное, ионе, инее, иене, тине, вине, сине, иней, лине, инке, иные, инея, мине	а:senses[0].text:от ине иди (отсюда); уходи; ступай || ана:senses[0].text:от ине
имеретинский	2	еретический	имеретазул:senses[1].text:имеретинский || имеретиялъулаб:senses[0].text:имеретинский
имамат	2	имама, имамам, имамах, имам ат, имам	имамат:senses[0].text:имамат || имамат:senses[0].examples[0].ru:имамат Шамиля
изьян	2	изъян	мукъсанлъи:senses[2].text:недостаток, изьян, дефект; несовершенство, дефектность, недостаточность || мукъсанлъи:senses[2].examples[0].ru:изьян в работе
изреживаться	2	переживаться, издерживаться, прореживаться, обезвреживаться	лъеде-гъедерлъизе:senses[0].text:(по)редеть; становиться, стать редьким (по количеству); изреживаться || лъедерлъизе:senses[0].text:(по)редеть; становиться, стать редким, изреживаться
израилитяне	2	израильтяне, израильтянине, израильтянке, израильтянин	бануисраилал:senses[0].text:израилитяне, сыны израиловы; евреи || жугьутӏ:senses[0].examples[2].ru:еврейский народ, израилитяне
изорудовать	2	изуродовать, из орудовать, оборудовать, орудовать, измордовать, авторизовать	гьумер:senses[0].examples[7].ru:изорудовать лицо [ударом] || къалал:senses[0].examples[1].ru:изорудовать нос, измозжить нос
измориться	2	измериться, из мориться, мориться, измочалиться, изощриться, измотаться	загьла:senses[0].examples[0].ru:измориться; изнемогаться; замаяться; замотаться || загьла:senses[0].examples[1].ru:измориться от усталости
изабулеб	2	изабелла	папирус:senses[1].text:некӏсиял халкъаз гьеб харил хъвадаризе хӏалтӏизабулеб букӏараб материал || пергамент:senses[0].text:пергамент (1. кагътил бакӏалда хӏалтӏизабулеб букӏараб, тӏад хъвадаризе къачӏараб къехь || планетарий:senses[0].text:планетарий (1. планетазул хьвади бихьизабулеб прибор
зурнача	2	зурна	къадахъан:senses[0].examples[3].comment:эти специалисты в горах имели частые заказы, ибо без зурнача не состоялась ни одна свадьба, а строительство домов всегда не прекращалась || сверухълъи:senses[1].examples[0].ru:в округе не найдёшь зурнача, лучше, чем Загид
зурнач	2	зурна, зурнист	зурмихъан:senses[0].text:зурнист, зурнач. || къадахъан:senses[0].examples[3].ru:зурнач и каменщик не останутся голодными
зооинженером	2	радиоинженером, биоинженерном, инженерном	зооинженер:senses[0].examples[0].ru:работать зооинженером || зооинженерлъи:senses[0].examples[0].ru:работать зооинженером
зооинженера	2	радиоинженера, радиоинженер, инженера	зооинженер:senses[0].examples[1].ru:учиться на зооинженера || зооинженерлъи:senses[0].text:работа, должность, профессия зооинженера
звеноводом	2	звероводом, звеновом, семеноводом, земноводном, водовозном	звеновод:senses[0].examples[1].ru:она многие годы работала звеноводом || звеноводлъи:senses[0].examples[0].ru:работать звеноводом в колхозе
звеновод	2	звеновое, зверовод, звеновой, звеновом, звеновою, звено вод, семеновод	звеновод:senses[0].text:звеновод || звеновод:senses[0].examples[0].ru:звеновод колхоза
заточиться	2	заточаться, затопиться, за точиться, заточить, затовариться, заторопиться, расточиться	бигъине#2:senses[2].examples[0].ru:рану запустили, ране дали заточиться || рекӏине#2:senses[0].text:отточиться, заточиться, стать острым
засватать	2	заставать, за сватать, засвистать, засвечивать, затаскивать, засасывать	гьаризе#1:senses[2].examples[0].ru:засватать девушку || чӏвазе:senses[20].examples[53].ru:сделать укол, уколоть; засватать
заплесневать	2	заплесневеть, заплесневелость, заплевать, заледеневать, запечатлевать	ккал:senses[0].examples[0].ru:покрыться плесенью, заплесневать || ккалазабизе:senses[0].text:понудительная форма дать заплесневать
заненаститься	2	занавеситься, засуетиться, засветиться	роччаризе:senses[0].text:(ис)портиться, ухудшаться — о погоде; становиться ненастной, заненаститься || роччине:senses[0].text:(ис)портиться, ухудшаться, ухудшиться — о погоде; становиться ненастной, заненаститься
замужная	2	замужняя, замужний	ригьин:senses[0].examples[4].ru:замужная || росасул:senses[1].examples[1].ru:мужняя жена, замужная женщина
закваситься	2	за кваситься, заквасить, заквашиваться, раскваситься, кваситься	рахь:senses[0].examples[11].ru:прокиснуть, стать кислым, закваситься — о молоке || цӏекӏлъизе:senses[0].text:становиться, стать кислым; (с)киснуть, прокиснуть; закваситься
заилиться	2	залиться, заиливаться, засалиться, зачислиться, заселиться	щалай:senses[0].examples[0].ru:заилиться || щалай:senses[0].examples[1].ru:заилиться
загустить	2	загрустить, загустеть, запустить, загуститель, сгустить, загубить, застить	бакъва:senses[0].examples[0].ru:сгущать, сгустить, загустить; (с)делать густым или гуще || бакъвалъизабизе:senses[0].text:сгущать, сгустить, загустить что-либо; сделать густым или гуще
заблеснула	2	за блеснула, взблеснула, блеснула, заблестела	цинтӏаго:senses[0].examples[0].ru:вдруг молния заблеснула || цойидасан:senses[0].examples[1].ru:вдруг молния заблеснула, и начался дождь
жёлтоватый	2	желтоватый, толстоватый	гӏобилкьераб:senses[0].text:жёлтоватый || тӏогьилккараб:senses[0].examples[0].ru:жёлтоватая кожа; жёлтоватый фон
женоподобность	2	правдоподобность, женоподобный, дееспособность, ненадобность	кӏурукӏлъи:senses[0].text:трусость, женоподобность || кӏусурлъи:senses[0].text:женоподобность
женоподобно	2	женоподобное, женоподобной, женоподобном, женоподобною, женоподобный, богоподобно, бесподобно, подожжено	кӏус-кӏусиялда:senses[1].text:женоподобно || кӏус-кӏусиялда:senses[1].examples[0].ru:он ведёт себя женоподобно
дьяволский	2	дьявольский, дьяконский	шайтӏанаб:senses[0].text:чертовский, дьяволский || шайтӏаналъул:senses[1].text:чертовский, бесовский, дьяволский
дычь	2	дичь, дочь, дынь, тычь	рукӏниб:senses[0].examples[0].ru:рыча в логове, лев не убъёт дычь, находящуюся на горе || чан#2:senses[0].examples[0].ru:возьмёшься — дело завершится, деру даст — дычь спасётся
дун	2	дну, дн, дунь, дуну, дин, дан, дон, дур, дуй, дул, лун, дуя, дум, душ, дуб	диде:senses[0].comment:направительный падеж от 'дун', в основном переводится падежными формами 'мне', 'на меня', 'до меня' || моцӏ:senses[2].examples[9].ru:дун я родился в марте месяце
древные	2	вредные, дверные, древние, древнее, дневные, чревные, древесные, внедренные	къавм:senses[0].examples[2].ru:древные народы || некӏсияб:senses[1].examples[3].ru:древные обычаи
домотканная	2	домотканая, откоканная, самотканая, сотканная, вотканная	гӏарщ:senses[0].text:ременная верёвка, домотканная из шерсти длинная лента || къвал:senses[0].examples[0].ru:домотканная длинная лента для ношениия кувшина
доильник	2	дольник, поильник, дошкольник	гӏака:senses[0].examples[7].ru:доильник, подойник || гӏакабечӏчӏ:senses[0].text:доильник, подойник
догадывание	2	отгадывание, выгадывание, загадывание, угадывание	тӏадеккей:senses[2].text:догадывание || хадугӏунтӏи:senses[1].text:догадывание
длиношеий	2	длинношеий, длинноногий	габур:senses[0].examples[9].ru:с длинной шеей, длиношеий || габурхалат:senses[0].text:длиношеий человек
дитьё	2	литьё, питьё, дутьё, шитьё, битьё, житьё, дивить	дару-дарман:senses[0].examples[0].ru:дитьё моё единственное, бальзам для души моей! || дур:senses[1].examples[2].ru:твоё дитьё
динияб	2	династия	секта:senses[0].comment:цо кинаб бугониги динияб мазгьаб || сектант:senses[0].comment:динияб мазгьаб ккурав чи
джейран	2	раджей	жайран:senses[0].text:джейран, газель, антилопа || жайран:senses[0].examples[0].ru:На утёсе том высоком Стоит золотистый джейран
дернина	2	дерни на, дерновина, дочернина, дерна, адермина	гӏери#1:senses[0].text:дёрн, дернина || гӏуру:senses[0].text:дёрн, дернина
держидерево	2	держи дерево, поддерево	гъарачихъан:senses[0].text:держидерево || гьетӏзаз:senses[0].text:держидерево
действиия	2	действии, действия, действии я, действие	базе:senses[30].text:с деепричастие др. глагола выступает в роли вспомогательный глагол глагола с общим значением завершённости действиия в разн. || балагьизабизе:senses[3].text:с деепричастие др. глагола выступает в роли вспомогательный глагол глагола с общим значением завершённости действиия в разных значениях
девятсот	2	девятисот, девятьсот	ичӏнусазаралда:senses[0].text:девятсот тысяч || ичӏнусазарго:senses[0].text:девятсот тысяч
даргинцы	2	даргинский	дарги:senses[0].examples[1].ru:даргинский народ, даргинцы || даргиял:senses[0].text:даргинцы
даргинцев	2	виргинцев, аргентинцев	даргиялъ:senses[0].text:у даргинцев || даргиялъ:senses[0].examples[0].ru:у даргинцев Мухтар провёл три года
дальная	2	дуальная, дольная, дельная, сальная, дальняя, дульная, шальная, зальная, бальная, гадальная, падальная, модальная, медальная	анкьчияр:senses[0].examples[0].ru:чужбина, чужая дальная сторона || халатаб:senses[0].examples[1].ru:дальная (длинная) дорога
даде	2	деда, аде, деде, дате, даре, саде, ладе, дяде, даме, дуде, заде, гаде, даче, чаде, даже	дад:senses[0].examples[1].ru:о даде должен думать тот, кто держит его за ручки || дад:senses[0].examples[3].ru:в даде нет воды
дада	2	ада, деда, дана, дата, дара, рада, сада, дала, лада, дама, дуда, зада, гада, дача, чада	дад:senses[0].examples[0].ru:он держит руки как дужки дада || дадитӏалъел:senses[0].text:крышка дада
дад	2	да, ад, дао, дед, дан, над, дат, дар, рад, дав, сад, дай, дал, лад, дам	дад:senses[0].text:дад || дад:senses[0].examples[4].ru:наливай молоко в дад
давных	2	давних, дивных, данных, равных, давным, дачных, давленых	анкьумумул:senses[0].examples[0].ru:в старину, в давные времена; во времена давных предков || некӏогоялдаса:senses[0].text:издавна, с давных пор, исстари, испокон веков, с незапамятных времён, издревле
гьарулеб	2	барнаулец	авиазавод:senses[0].comment:самолётал ва вертолётал гьарулеб завод || ортопедиялъул:senses[1].examples[0].comment:масала, хӏатӏазе сакъат бугезе хьитал гьарулеб
гьаби	2	грабить	топография:senses[1].text:планалде ва картаялде босизелъул ракьул тӏасияб рахъ борциналъул гӏелму 2. бакӏалъул бугеб хӏалалъул план ва карта гьаби || филателия:senses[0].comment:маркабазул коллекция гьаби
гуляние	2	гуляний, гулянке, гулянье, гулящие	сверданхъи:senses[1].text:гуляние, хождение || терей:senses[1].text:гуляние
громыханье	2	громыхание, громыхать	гӏинкълъизабизе:senses[0].examples[0].ru:громыханье артиллерийского залпа оглушил солдата || дваргъи-гӏанхъи:senses[0].text:шум, грохот; грохотанье, громыханье
грабёжом	2	грабежом, грабёж ом, грабёж, грабом	хъамалчилъи:senses[0].examples[0].ru:заниматься грабёжом, мародёрством || хъачагълъи:senses[0].examples[0].ru:разбойничать, грабить; заниматься разбоем, грабёжом
гоцатлинский	2	арлингтонский	гӏеретӏ:senses[0].examples[0].ru:гоцатлинский кувшин || накъиш:senses[0].examples[1].ru:гоцатлинский орнамент
господи	2	Господи, господ, господин, господни, господа, господе, господь, господу, госпожи, гос поди, господ и, погоди	бакӏлъи:senses[1].examples[0].ru:не приведи, господи, терпеть бремя одиночества || балагь:senses[0].examples[21].ru:о, господи, спаси от тайной (неожиданной) беды!
гневиться	2	гневаться, прогневиться, гневить, гнездиться, ягниться	ццидахине:senses[0].text:(раз)гневаться, гневиться, (рас)сердиться; быть недовольным, раздражённым кем-чем-либо; дуться || ццин:senses[1].examples[5].ru:(про)гневиться, разгневаться; (рас)сердиться, (разо)злиться; возмущаться, возмутиться; раздражаться, раздражиться; негодовать, досадовать; выходить из себя
ганус	2	гнус, анус, гнуса, гасну, гарус, гауссиан	гӏандус:senses[0].text:ганус, девясил обыкновенный || кьеккентӏам:senses[0].text:ганус
галега	2	галета, галера, нелегал, галер, галет, легата	гьолох:senses[1].examples[0].ru:галега лекарственная, козлятник || хъахӏилаб:senses[0].examples[7].ru:галега лекарственная
галдибере	2	приберегла	гъалдибер:senses[0].examples[4].ru:чванливый, спесивый, заносчивый человек; человек, у которого на галдибере палочки длинны || гъалдибер:senses[0].examples[5].ru:да привезут тебя на галдибере
вышивальшица	2	вышивальщица, вышивальщиц, вышивальный	угьаризе:senses[0].examples[1].ru:моя сестра искусная вышивальшица || угьарухъан:senses[0].text:вышивальшица, мастерица вышивать
вытопки	2	вытопи, выкопки, вытопчи, выточки, вы топки, топки	къвагъ:senses[0].text:выжарки, вытопки, шкварки || тӏатӏи:senses[0].examples[4].ru:вытопки
высячем	2	висячем, высечем, высечется	хьвагӏолеб:senses[1].examples[0].comment:о высячем мосте || хьвартӏезе:senses[0].examples[0].comment:о высячем мосте
высокорных	2	высокогорных, высокородных, высокомерных, высокопарных	тӏадмагӏарулав:senses[0].comment:живущий в высокорных районах Дагестана || тӏадмагӏарулай:senses[0].comment:живущая в высокорных районах Дагестана
выпрамляться	2	выправляться, выпрямляться, выплавляться, выпрастываться, распрямляться, выправиться	къула-ворхизе:senses[0].text:придерживаться хороших манер; поклоняться и выпрамляться || къула-ворхизе:senses[0].examples[0].ru:не приученный хорошим манерам; не умеющий ни поклоняться ни выпрамляться
выпишь	2	выпиши, вопишь, выпить, выпишу, вып ишь, выпилишь, выпушишь, выпялишь, выпалишь	буза:senses[0].examples[0].ru:кумыкская буза такой напиток, сколько бы её не выпишь — не опянеешь || дуниялалъул:senses[1].examples[1].ru:земное богатство похоже на воду солёную, сколько бы ни выпишь, жажду не утолишь
вымесить	2	выместить, вымерить, вывесить, вы месить, месить	кӏкӏвазе#1:senses[0].text:хорошо месить, мять, разминать что-либо; вымешивать, вымесить || кӏкӏвазе#1:senses[0].examples[0].ru:вымесить тесто
выклюнет	2	выклюет, выплюнет, вы клюнет, выклюнется, выкликнет	гъеду:senses[0].examples[2].ru:ворона вороне глаз не выклюнет || чудук:senses[0].examples[0].ru:да выклюнет орёл-стеревятник глаза твои
выкапивать	2	выкапывать, выкашивать, выкачивать, выкашливать, выканючивать, выкармливать, выкраивать	бахъизе:senses[7].text:выдёргивать, выдернуть; вырывать, вырвать; выкапивать, выкопать || къерен:senses[0].examples[2].ru:выкапивать свинорой пальчатый
выжарки	2	выварки, выпарки, вы жарки, жарки	къалияр:senses[0].text:выжарки || къвагъ:senses[0].text:выжарки, вытопки, шкварки
вспылчивым	2	вспыльчивым, вспыльчив	манзилкъокълъизе:senses[0].text:быть вспылчивым, раздражительным || хехдаризе:senses[0].text:горячиться; становиться, стать вспылчивым
всемеро	2	семеро, всемерно, всемером, в семеро, всемерный	анкьго:senses[0].examples[6].ru:всемеро увеличилось || анкьго:senses[0].examples[7].ru:всемеро
восклиц	2	воск лиц, восклицать	вай#1:senses[0].text:восклиц. междометие, выражающее вообще радость, удивление, восхищение, удовольствие, а иногда недоумение, усталость, страдание, сожаление или презрение, а также печаль, испуг); ах, ой, ох, ба || воре-гьа:senses[0].comment:восклиц.; выражающее предупреждение, также; вдохновляющее певца
вороный	2	вороны, воротный, вороний, вороной, вороные, вороным, вороных, вор оный, вороненый, воронёный, вороненный, воронённый	гъадибер:senses[0].text:вороный глаз || гъадил:senses[1].text:вороный
воркованье	2	воркование, воркотунье, коверканье, ворчанье	гъургъур:senses[0].text:воркование, воркованье || гъургъур:senses[0].examples[0].ru:воркованье голубей развлекало меня
волосяный	2	волосный, волосяной, волосяные, волосяным, волосяных, оловянный	михъ-мегеж:senses[0].text:растительность на лице, волосяный покров лица; усы и борода || расжубай:senses[0].text:граница, где сливается волосяный покров с кожей лба
возвеличать	2	возвеличат, возвеличить, воз величать, возвеличивать, величавость, величать	бахинабизе#1:senses[6].examples[1].ru:возвеличать; поднимать до небес || тӏадегӏанлъизабизе:senses[0].text:возвышать, возвысить, возвеличать, возвеличить кого-что-либо
взырая	2	взирая, взывая	гьумер:senses[5].examples[16].ru:взырая на лица || гьумер:senses[5].examples[17].ru:не взырая на лица
вертихвост	2	верти хвост, вертихвостка, хвостист	гьагула:senses[0].text:несерёзный человек; тот, кто делает глупости; глупец, олух; вертихвост и вертихвостка || гьобо:senses[0].examples[1].comment:вертихвост
